,loss,tp,fp,tn,fn,accuracy,precision,recall,auc,val_loss,val_tp,val_fp,val_tn,val_fn,val_accuracy,val_precision,val_recall,val_auc
31,0.05450982133836553,27813.0,434.0,169666.0,537.0,0.9951074719429016,0.9846355319023132,0.9810581803321838,0.9995336532592773,1.9077311886681452,1395.0,554.0,11464.0,608.0,0.9171242713928223,0.7157516479492188,0.6964552998542786,0.9052556157112122
32,0.04486861619756703,27915.0,350.0,169750.0,435.0,0.9960452318191528,0.9876171946525574,0.9846560955047607,0.9996469020843506,1.862334327565299,1395.0,570.0,11448.0,608.0,0.9159830808639526,0.7099236845970154,0.6964552998542786,0.9115636348724365
33,0.05152514293099995,27881.0,387.0,169713.0,469.0,0.9956874251365662,0.9863095879554749,0.9834567904472351,0.9995852112770081,1.9030086056344093,1436.0,536.0,11482.0,567.0,0.9213323593139648,0.7281947135925293,0.7169246077537537,0.9126567244529724
34,0.03963039307715453,27984.0,289.0,169811.0,366.0,0.9967002868652344,0.9897782206535339,0.9870899319648743,0.9997619986534119,2.043358093216306,1386.0,570.0,11448.0,617.0,0.9153412580490112,0.7085889577865601,0.6919620633125305,0.8992441892623901
35,0.04671618675179057,27905.0,357.0,169743.0,445.0,0.995959460735321,0.9873682260513306,0.98430335521698,0.9996791481971741,1.919465283789332,1451.0,512.0,11506.0,552.0,0.9241137504577637,0.7391747236251831,0.7244133949279785,0.9127501845359802
36,0.0429077838609616,27949.0,324.0,169776.0,401.0,0.9963471293449402,0.9885402917861938,0.9858554005622864,0.9996833801269531,2.105517262977267,1376.0,594.0,11424.0,627.0,0.9129165410995483,0.6984771490097046,0.686969518661499,0.9040216207504272
37,0.041555062669938726,27966.0,316.0,169784.0,384.0,0.9964734315872192,0.9888268113136292,0.9864550232887268,0.9995858073234558,2.029191719634192,1416.0,559.0,11459.0,587.0,0.9182654619216919,0.7169620394706726,0.7069395780563354,0.9069785475730896
38,0.03345256837048753,28060.0,244.0,169856.0,290.0,0.9973097443580627,0.9913793206214905,0.9897707104682922,0.9997583627700806,2.0560600532898827,1444.0,523.0,11495.0,559.0,0.9228301048278809,0.7341128587722778,0.720918595790863,0.9095845222473145
39,0.04126497137549168,27949.0,334.0,169766.0,401.0,0.9962970614433289,0.988190770149231,0.9858554005622864,0.9997183084487915,2.1601380980204024,1368.0,587.0,11431.0,635.0,0.9128450751304626,0.6997442245483398,0.6829755306243896,0.9007160067558289
40,0.03503597865252373,28026.0,268.0,169832.0,324.0,0.9970177412033081,0.9905280470848083,0.9885714054107666,0.9996886253356934,2.140971622769795,1426.0,549.0,11469.0,577.0,0.9196919798851013,0.7220253348350525,0.7119321227073669,0.9060370326042175
41,0.04308521078193209,27920.0,354.0,169746.0,430.0,0.996049702167511,0.9874796867370605,0.9848324656486511,0.9996850490570068,2.0932530186006,1411.0,559.0,11459.0,592.0,0.9179089665412903,0.7162436842918396,0.7044433355331421,0.9046298265457153
42,0.03299022937774974,28055.0,251.0,169849.0,295.0,0.9972493052482605,0.9911326169967651,0.9895943403244019,0.9998073577880859,2.1913216336378976,1456.0,525.0,11493.0,547.0,0.9235432147979736,0.7349823117256165,0.7269096374511719,0.9068917036056519
43,0.04774862370491553,27880.0,401.0,169699.0,470.0,0.9956124424934387,0.9858208894729614,0.9834215044975281,0.9995802640914917,2.2100793844650664,1438.0,532.0,11486.0,565.0,0.9217605590820312,0.7299492359161377,0.717923104763031,0.9067334532737732
44,0.02483940224026903,28135.0,195.0,169905.0,215.0,0.9979342818260193,0.9931168556213379,0.9924162030220032,0.9998429417610168,2.157372146844864,1415.0,551.0,11467.0,588.0,0.9187647700309753,0.7197355031967163,0.7064403295516968,0.906426191329956
45,0.03938577547091235,27988.0,315.0,169785.0,362.0,0.9965890645980835,0.9888704419136047,0.9872310161590576,0.9996390342712402,2.1458059691247486,1432.0,536.0,11482.0,571.0,0.9210470914840698,0.727642297744751,0.714927613735199,0.9070109128952026
46,0.026922260893301832,28097.0,210.0,169890.0,253.0,0.9976674914360046,0.9925813674926758,0.9910758137702942,0.9998461604118347,2.1735991192242454,1428.0,546.0,11472.0,575.0,0.9200484752655029,0.7234042286872864,0.7129306197166443,0.9074798226356506
47,0.03463464624000421,28015.0,291.0,169809.0,335.0,0.9968460202217102,0.9897195100784302,0.9881834387779236,0.9998325109481812,2.2455434631260616,1440.0,529.0,11489.0,563.0,0.9221166968345642,0.7313356995582581,0.7189216017723083,0.9044981002807617
48,0.026817352548537274,28120.0,196.0,169904.0,230.0,0.9978539943695068,0.9930781126022339,0.9918871521949768,0.9998229742050171,2.448566924484949,1375.0,605.0,11413.0,628.0,0.9120603799819946,0.6944444179534912,0.6864702701568604,0.8910666108131409
49,0.045794817849244704,27899.0,386.0,169714.0,451.0,0.9957825541496277,0.9863532185554504,0.9840916991233826,0.9995482563972473,2.1953480272066024,1440.0,527.0,11491.0,563.0,0.9222594499588013,0.7320793271064758,0.7189216017723083,0.9070147275924683
